Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
22,10/20/2016,A Political Scientist Ponders,Bryan Marshall,30:01:00,835,Politics,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/politics1/2018/8/2/a-political-scientist-ponders-the-polls-stats-stories-episode-22,"Bryan Marshall is professor of political science at Miami University in Oxford, Ohio. His teaching and research focuses in the areas of Congress, congressional-executive relations, and quantitative methods. His recent book,Decision Making on the Modern Supreme Court (Cambridge University Press 2011) analyzes the process of judicial decision making.",,22
21,9/12/2016,A Winning Formula For Sports,Dennis Lock,32:59:00,942,Sports,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/sports1/2018/8/2/a-winning-formula-for-sports-stats-stories-episode-21,"Dennis Lock (@LockAnalytics) currently serves as Director of Analytics for the Miami Dolphins NFL team. In his role, he supports football operations through research and statistical analyses. He has been a consultant for the Iowa State University men's basketball team and is a co-author of a popular statistics textbook. (Date: 9/12/2016)",,21
20,7/22/2016,A Statistician Clears The Air ,Barry Nussbaum,32:34:00,"1,051",Environment,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/environment1/2018/7/30/a-statistician-clears-the-air-stats-and-stories-episode-20,"Barry Nussbaum (@StatisticsBarry ) is former Chief Statistician at the US EPA, and is president-elect of the American Statistical Association. Included among his many accomplishments at the EPA was providing leadership to the agency effort to remove lead from gasoline (Date: 7/22/2016)",,20
19,6/8/2016,Moving Beyond The 'Just So' When Reporting Science ,Regina Nuzzo,31:25:00,"1,008",Media,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/media1/2018/8/2/moving-beyond-the-just-so-when-reporting-science-stats-stories-episode-19-1,"Regina Nuzzo (@ReginaNuzzo) is a science writer and professor of statistics at Gallaudet University. Her writings on science, medicine, health, statistics, and the scientific research process have been published in a variety of outlets, including Scientific American, Nature, ESPN, Science News, Reader's Digest, New Scientist, and the Los Angeles Times. (Date: 6/8/2016)",,19
18,4/26/2016,Sports Reporting In The Digital Era ,Terence Moore,35:21:00,939,Sports,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/sports1/2018/8/2/sports-reporting-in-the-digital-era-stats-stories-episode-18,"Terence Moore (@TMooreSports) is a national sports columnist and commentator who is a regular television contributor to CNN, ESPN ""Outside the Lines and MSNBC. He also is a columnist for SportsonEarth.com, MLB.com and CNN.com. In addition, he does television work for the NFL Network, and he appears every Sunday night on a locally top-rated show in Atlanta.  (Date: 4/26/16)",,18
17,2/9/2016,A New Equation For Modern Journalism,Trevor Butterworth,31:19:00,938,Media,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/media1/2018/8/2/a-new-equation-for-modern-journalism-stats-stories-episode-17,"Trevor Butterworth is Director of Sense About Science USA, which advocates for evidence and transparency in science and technology in the public interest. He is also editor of STATS.org, a collaboration between the American Statistical Association and Sense About Science USA that promotes statistical literacy in the news media. (Date: 12/14/2015)",,17
16,12/14/2015,The Rule Of Numbers And The Role Of The Press: What Should The Journalist Do In The Age Of Big Data?,Trevor Butterworth,32:36:00,"1,005",Media,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/media1/2018/8/2/the-rule-of-numbers-and-the-role-of-the-press-what-should-the-journalist-do-in-the-age-of-big-data-stats-stories-episode-16,"Trevor Butterworth is Director of Sense About Science USA, which advocates for evidence and transparency in science and technology in the public interest. He is also editor of STATS.org, a collaboration between the American Statistical Association and Sense About Science USA that promotes statistical literacy in the news media. (Date: 12/14/2015)",,16
15,7/6/2015,Screening And Intervention For Substance Abuse,Nicholas Horton,32:19:00,867,Health,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/health1/2018/8/2/screening-and-intervention-for-substance-abuse-stats-stories-episode-15,Nicholas Horton is a Professor of Statistics at Amherst College. His methodologic research interests are in longitudinal regression models and missing data methods. His collaborative statistical work focuses on psychiatric epidemiology and substance abuse research. Nick serves as an associate editor for CHANCEand The American Statistician. (Date: 7/6/2015),,15
14,4/29/2015,Personalizing The World,Paul Hunter,34:23:00,960,Economics,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/economics1/2018/8/2/personalizing-the-world-stats-stories-episode-14,"Paul Hunter is managing director of Customer Knowledge at dunnhumby . Customer Knowledge is understanding what customers feel, think and do to empower dunnhumby’s clients strategies. dunnhumby works with the world’s largest retailers and brands. Paul has over 25 years in leveraging data and technology to improve marketing decisions. (Date: 4/29/2015)",,14
13,2/20/2015,"Reading, Writing And Statistics?",Christine Franklin,32:47:00,"1,057",Media,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/media1/2018/8/2/reading-writing-and-statistics-data-analysis-and-statistical-literacy-for-all-stats-stories-episode-13,"Christine Franklin, Lothar Tresp Honoratus Honors Professor and Undergraduate Coordinator in Statistics at the University of Georgia, joined the Stats+Stories regulars to talk about educating students to be statistically literate citizens. (Date: 2/20/2015)",,13
12,1/27/2015,Numbers As Plot Elements In Financial Reporting,Alex Blumberg,31:39:00,"1,104",Economics,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/economics1/2018/8/2/numbers-as-plot-elements-in-financial-reporting-stats-stories-episode-12,"Alex Blumberg is a radio and podcast producer who has launched the podcast 'Startup' - a ""series about what happens when someone who knows nothing about business starts one."" (Date: 1/27/2015)",,12
11,10/29/2014,ESP - Evaluating Statistics For Psychic Phenomena,Jessica Utts,30:08:00,937,Society,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/lifestyle1/2018/8/2/esp-evaluating-statistics-for-psychic-phenomena-stats-stories-episode-11,"Jessica Utts, professor and chair of the Department of Statistics at the University of California, Irvine, and the incoming 2016 President of the American Statistical Association, joined Stats and Stories to discuss research on the possible existence of psychic abilities. (Date: 10/29/2014)",,11
10,9/29/2014,Workplace Safety,Chris Whittaker,38:54:00,970,Economics,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/economics1/2018/8/2/workplace-safety-stats-stories-episode-10,Chris Whittaker Sofge is a toxicologist who leads a team that conducts quantitative risk assessment for hazards in the workplace. She is the Chief of the Risk Evaluation Branch in the Education and Information Division at the National Institute for Occupational Safety and Health. (Date: 9/29/2014),,10
9,8/28/2014,Medicine Is Getting Personal... ,Bonnie LaFleur,31:41:00,"1,007",Health,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/health1/2018/8/2/medicine-is-getting-personal-stats-stories-episode-9,"Bonnie LaFleur has over fifteen years of experience in statistical and cancer research, and in teaching both physicians and degree seeking statistics/biostatistics students. (Date: 8/28/2017)",,9
8,7/7/2014,How Do I Know This Medicine Works?,Marie Davidian,30:13:00,"1,064",Health,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/health1/2018/8/2/how-do-i-know-this-medicine-works-stats-stories-episode-8,"Marie Davidian, William Neal Reynolds professor of statistics from North Carolina State University and past president of the American Statistical Association joined the Stats+Stories regulars to discuss studies that underlie drug development.  Marie has broad interest and expertise involving the development and application of statistical methods to challenges in health science research. (Date: 7/7/2014)",,8
7,5/29/2014,"What Do Seinfeld, The Tonight Show And Stats + Stories Have In Common? ",Rick Ludwin,37:07:00,"1,041",Entertainment,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/entertainment1/2018/8/2/what-do-seinfeld-the-tonight-show-and-statsstories-have-in-common-stats-stories-episode-7,"Rick Ludwin was hired by NBC Entertainment in 1979 and made director of variety shows there in 1980. He then became vice president for specials and variety programs in 1983; senior VP for specials, variety programs and late-night in 1989; and executive VP for NBC’s late-night and prime time series in 2005. (Date: 5/29/2014)",,7
6,10/29/2014,Earth Day: Evaluating Environmental Impacts By The Numbers,Jim Oris,30:26:00,"1,086",Environment,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/environment1/2018/7/30/earth-day-evaluating-environmental-impacts-by-the-numbers,"Jim Oris is Associate Provost for Research, Dean of the Graduate School, andUniversity Distinguished Professor of Biology at Miami University (Ohio). Jim has spent the last 36 years exploring the effects of fossil fuels and their combustion products in freshwater and marine ecosystems. (Date: 4/22/2014)",,6
5,2/18/2014,"Health, Privacy And Confidentiality",Paul Scanlon,32:24:00,"1,008",Health,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/health1/2018/8/2/health-privacy-and-confidentiality-stats-stories-episode-5,"Paul Scanlon is a survey methodologist and research social scientist in the Questionnaire Design Research Laboratory at the Center for Disease Control and Prevention's National Center for Health Statistics. (Date: 2/18/2014)
",,5
4,1/10/2014,CSI - Crime Stats Investigated,Karen Kafadar,31:22:00,"1,266",Crime,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/crime1/2018/8/2/csi-crime-stats-investigated-stats-stories-episode-4,"Karen Kafadar, Rudy Professor of Statistics and Physics at Indiana University, joined the  Stats+Stories regulars to discuss forensic science, the evidence used help solve crimes. (Date: 1/10/2014)",,4
3,11/25/2013,What Are The Patterns Of Aging And How This Might Inform Policy? ,Suzanne Kunkel,32:22:00,55,Health,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/health1/2018/8/2/what-are-the-patterns-of-aging-and-how-this-might-inform-policy-stats-stories-episode-3,"Suzanne Kunkel, Director of the Scripps Gerontology Center at Miami University, joined the Stats+Stories regulars to discuss the statistics that help us understand the patterns of aging and how this might inform policy. (Date: 11/25/2013)",,3
2,9/20/2013,What does the Census do the other 9 years,Tommy Wright,27:40:00,"1,654","Politics, Economics",Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/politics1/2018/8/2/what-does-the-census-do-during-the-other-nine-years-stats-stories-episode-2,"Tommy Wright, statistician in the US Census Center for Statistical Research and Methodology, joined the Stats+Stories regulars to discuss what the US Census Bureau does and why it is important. (Date: 9/20/2013)",,2
1,5/9/2013,Baseball and Statistics,Jim Albert,28:22:00,"1,907",Sports,Long,"John, Richard, Bob",United States,Studio,https://statsandstories.net/sports1/2018/8/2/baseball-and-statistics-stats-stories-episode-1,"Jim Albert, co-author of Curveball: Baseball, Statistics and the Role of Chance in the Game , editor of the Journal of Quantitative Analysis and Sports, and professor of statistics at Bowling Green State University. (Date: 5/9/2013)",,1
